label,label_encoded
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
angry,0
